LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_QC_49936_b.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PS 16:0_16:1,PS,732.4829306689494,,C38 H71 O10 N1 P1,,-H+,Glycerophospholipid,negative,86542.1,62059.9,0.0,52091.1,96070.6,55394.4,67156.7,46113.4,0.0,65510.6,58130.8,89007.9,MS2,FragmentA and FragmentB,[PS 16:0_16:1 -H]-,FA 16:0 (+O),FA 16:1 (+O),-PS(87),93323.0,153773.0,0.0,141531.8,187100.7,137516.7,141734.5,137094.1,0.0,147009.4,153041.4,74152.2,131201.2,70819.1,0.0,58707.6,145200.3,62043.7,87872.4,48180.8,0.0,86426.0,73669.5,143065.9,41883.0,53300.7,0.0,45474.7,46941.0,48745.1,46441.0,44046.0,0.0,44595.1,42592.0,34949.9,5232.4,6009.6,0.0,3644.5,2091.1,2996.3,3212.9,4027.6,0.0,3497.7,5794.5,3172.9,1.12,1.8,1.79,865160.86,255.23341369628903,253.21775817871097,645.4508056640625,-H+,-H+,-H+,C16 H31 O2,C16 H29 O2,C35 H66 O8 P1,C38 H72 O10 N1 P1
PS 14:0_18:0,PS,734.498492749522,,C38 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,4939.4,7286.3,0.0,9819.9,9616.6,7037.5,7944.5,2099.0,0.0,7891.5,2355.1,5689.9,MS2,FragmentA and FragmentB,[PS 14:0_18:0 -H]-,FA 14:0 (+O),FA 18:0 (+O),-PS(87),100730.9,112915.7,0.0,65500.0,96601.0,15318.6,123291.2,10762.4,0.0,99382.6,80693.3,72333.2,4547.0,3040.7,0.0,5753.9,4645.2,6969.0,4080.8,2399.3,0.0,4603.2,3348.3,5137.0,5331.8,11531.8,0.0,13885.8,14588.0,7106.0,11808.1,1798.6,0.0,11179.8,1361.8,6242.9,2940.1,3827.5,0.0,5040.0,5651.9,1148.6,4723.4,1050.8,0.0,2948.7,184.1,5654.1,1.0,1.5,0.63,865580.7,227.20199584960935,283.2644348144531,647.4667358398438,-H+,-H+,-H+,C14 H27 O2,C18 H35 O2,C35 H68 O8 P1,C38 H74 O10 N1 P1
PS 16:0_16:0,PS,734.498492749522,,C38 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,27251.9,38988.3,0.0,57985.1,71716.7,30367.8,60075.9,35826.6,0.0,65390.5,36874.9,35750.8,MS2,FragmentA and FragmentB,[PS 16:0_16:0 -H]-,FA 16:0 (+O),FA 16:0 (+O),-PS(87),100730.9,112915.7,0.0,65500.0,96601.0,15318.6,123291.2,10762.4,0.0,99382.6,80693.3,72333.2,54503.8,77976.7,0.0,115970.2,143433.4,60735.6,120151.9,71653.1,0.0,130781.0,73749.8,71501.5,54503.8,77976.7,0.0,115970.2,143433.4,60735.6,120151.9,71653.1,0.0,130781.0,73749.8,71501.5,2940.1,3827.5,0.0,5040.0,5651.9,1148.6,4723.4,1050.8,0.0,2948.7,184.1,5654.1,1.0,1.92,1.92,865580.7,255.2334442138672,255.2334442138672,647.4667358398438,-H+,-H+,-H+,C16 H31 O2,C16 H31 O2,C35 H68 O8 P1,C38 H74 O10 N1 P1
PS 14:0_20:2,PS,758.4986147087357,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,7315.7,9383.6,0.0,7549.1,0.0,6629.0,7576.4,9047.8,0.0,7418.7,6812.1,9259.1,MS2,FragmentA and FragmentB,[PS 14:0_20:2 -H]-,FA 14:0 (+O),FA 20:2 (+O),-PS(87),180457.0,272271.2,0.0,216552.5,0.0,222975.8,237862.5,239762.4,0.0,243107.5,250117.1,155751.1,13108.0,14482.9,0.0,11931.4,0.0,11651.2,14113.6,13900.4,0.0,12859.4,12360.8,16606.6,1523.3,4284.3,0.0,3166.9,0.0,1606.9,1039.1,4195.2,0.0,1977.9,1263.4,1911.6,1635.7,6671.7,0.0,5435.1,0.0,6374.4,5214.1,5420.6,0.0,5609.3,5536.3,5345.2,1.13,2.1,-0.51,870384.89,227.20213317871097,307.26409912109375,671.4651489257812,-H+,-H+,-H+,C14 H27 O2,C20 H35 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 16:1_18:1,PS,758.4986147087357,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,62348.6,34514.1,0.0,32756.4,75302.6,31970.3,69939.7,34236.7,0.0,22130.5,40833.8,75156.3,MS2,FragmentA and FragmentB,[PS 16:1_18:1 -H]-,FA 16:1 (+O),FA 18:1 (+O),-PS(87),180457.0,272271.2,0.0,216552.5,238520.0,222975.8,237862.5,239762.4,0.0,243107.5,250117.1,155751.1,17079.7,32258.6,0.0,25411.6,25951.0,26887.0,22593.8,37190.4,0.0,22639.7,40732.2,25629.5,107617.6,36769.7,0.0,40101.3,124654.1,37053.7,117285.7,31283.0,0.0,21621.3,40935.4,124683.2,1635.7,6671.7,0.0,5435.1,6453.6,6374.4,5214.1,5420.6,0.0,5609.3,5536.3,5345.2,1.13,1.55,0.62,870384.89,253.2176971435547,281.248779296875,671.4651489257812,-H+,-H+,-H+,C16 H29 O2,C18 H33 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 16:0_18:2,PS,758.4986147087357,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,57015.6,83477.0,0.0,84234.5,91020.8,54050.2,81277.1,63864.6,0.0,79257.0,75953.5,72549.7,MS2,FragmentA and FragmentB,[PS 16:0_18:2 -H]-,FA 16:0 (+O),FA 18:2 (+O),-PS(87),180457.0,272271.2,0.0,216552.5,238520.0,222975.8,237862.5,239762.4,0.0,243107.5,250117.1,155751.1,76337.4,112418.2,0.0,113965.5,120975.3,75013.1,111667.9,91993.6,0.0,105559.9,96532.1,92901.8,37693.7,54535.8,0.0,54503.6,61066.3,33087.3,50886.2,35735.6,0.0,52954.1,55374.8,52197.5,1635.7,6671.7,0.0,5435.1,6453.6,6374.4,5214.1,5420.6,0.0,5609.3,5536.3,5345.2,1.13,1.86,0.49,870384.89,255.23342895507812,279.23309326171875,671.4651489257812,-H+,-H+,-H+,C16 H31 O2,C18 H31 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 17:1_17:1,PS,758.4986147087357,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,425.5,0.0,0.0,0.0,538.0,0.0,406.0,671.2,0.0,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PS 17:1_17:1 -H]-,FA 17:1 (+O),FA 17:1 (+O),-PS(87),180457.0,0.0,0.0,0.0,238520.0,0.0,237862.5,239762.4,0.0,0.0,0.0,0.0,851.1,0.0,0.0,0.0,1075.9,0.0,812.1,1342.5,0.0,0.0,0.0,0.0,851.1,0.0,0.0,0.0,1075.9,0.0,812.1,1342.5,0.0,0.0,0.0,0.0,1635.7,0.0,0.0,0.0,6453.6,0.0,5214.1,5420.6,0.0,0.0,0.0,0.0,1.13,-0.05,-0.05,870384.89,267.2329406738281,267.2329406738281,671.4651489257812,-H+,-H+,-H+,C17 H31 O2,C17 H31 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 14:0_20:1,PS,760.5141057640809,,C40 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,506.8,4207.9,0.0,3492.6,558.3,1756.1,409.7,2134.7,0.0,2024.2,2823.3,553.3,MS2,FragmentA and FragmentB,[PS 14:0_20:1 -H]-,FA 14:0 (+O),FA 20:1 (+O),-PS(87),997842.0,1712915.8,0.0,1355719.9,1525116.6,1645091.9,1317603.8,1594852.1,0.0,1495011.1,1508815.4,1077348.4,-1.0,2726.6,0.0,2660.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,43.2,-1.0,1014.5,5689.2,0.0,4325.2,1117.5,3513.3,820.3,4270.5,0.0,4049.5,5603.5,1107.6,26772.9,45926.9,0.0,33436.7,28670.8,35887.3,28490.9,29080.5,0.0,26301.1,37545.8,25736.7,0.92,2.24,0.99,870773.13,227.20216369628903,309.28021240234375,673.482421875,-H+,-H+,-H+,C14 H27 O2,C20 H37 O2,C37 H70 O8 P1,C40 H76 O10 N1 P1
PS 16:0_18:1,PS,760.5141057640809,,C40 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,174414.1,269993.3,0.0,223488.9,235041.9,208507.2,212349.8,222461.5,0.0,204991.7,219008.4,176979.1,MS2,FragmentA and FragmentB,[PS 16:0_18:1 -H]-,FA 16:0 (+O),FA 18:1 (+O),-PS(87),997842.0,1712915.8,0.0,1355719.9,1525116.6,1645091.9,1317603.8,1594852.1,0.0,1495011.1,1508815.4,1077348.4,216572.0,316136.1,0.0,270373.7,297227.3,253885.2,267577.9,265608.2,0.0,234413.4,252365.2,212864.2,132256.1,223850.5,0.0,176604.1,172856.6,163129.1,157121.7,179314.8,0.0,175570.0,185651.5,141093.9,26772.9,45926.9,0.0,33436.7,28670.8,35887.3,28490.9,29080.5,0.0,26301.1,37545.8,25736.7,0.92,1.92,0.73,870773.13,255.2334442138672,281.2488098144531,673.482421875,-H+,-H+,-H+,C16 H31 O2,C18 H33 O2,C37 H70 O8 P1,C40 H76 O10 N1 P1
PS 17:0_17:1,PS,760.5142029640407,,C40 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,1468.5,1237.3,0.0,0.0,0.0,2338.0,MS2,FragmentA and FragmentB,[PS 17:0_17:1 -H]-,FA 17:0 (+O),FA 17:1 (+O),-PS(87),0.0,0.0,0.0,0.0,0.0,0.0,1317603.8,1594852.1,0.0,0.0,0.0,1077348.4,0.0,0.0,0.0,0.0,0.0,0.0,2116.3,1689.0,0.0,0.0,0.0,3503.9,0.0,0.0,0.0,0.0,0.0,0.0,820.7,785.5,0.0,0.0,0.0,1172.1,0.0,0.0,0.0,0.0,0.0,0.0,28490.9,29080.5,0.0,0.0,0.0,25736.7,1.04,-0.03,-1.08,870773.06,269.24859619140625,267.232666015625,673.4820556640625,-H+,-H+,-H+,C17 H33 O2,C17 H31 O2,C37 H70 O8 P1,C40 H76 O10 N1 P1
PS 16:0_18:0,PS,762.529342160345,,C40 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,214413.8,256289.5,0.0,64074.1,218148.6,0.0,186426.1,0.0,0.0,255857.7,0.0,113024.7,MS2,FragmentA and FragmentB,[PS 16:0_18:0 -H]-,FA 16:0 (+O),FA 18:0 (+O),-PS(87),362853.2,394223.7,0.0,316255.2,354973.2,0.0,339147.0,0.0,0.0,368596.1,0.0,56683.5,321784.3,402039.5,0.0,128149.3,329149.1,0.0,281941.8,0.0,0.0,380889.8,0.0,226050.4,107043.4,110539.4,0.0,-1.0,107148.1,0.0,90910.4,0.0,0.0,130825.6,0.0,-1.0,2279.7,1837.0,0.0,-1.7,3652.4,0.0,3959.5,0.0,0.0,4011.8,0.0,106.6,0.37,2.04,0.74,871158.46,255.2334747314453,283.26446533203125,675.4966430664062,-H+,-H+,-H+,C16 H31 O2,C18 H35 O2,C37 H72 O8 P1,C40 H78 O10 N1 P1
PS 17:0_17:0,PS,762.529342160345,,C40 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,727.6,0.0,0.0,0.0,543.4,0.0,657.3,0.0,0.0,0.0,0.0,-0.5,MS2,FragmentA and FragmentB,[PS 17:0_17:0 -H]-,FA 17:0 (+O),FA 17:0 (+O),-PS(87),362853.2,0.0,0.0,0.0,354973.2,0.0,339147.0,0.0,0.0,0.0,0.0,56683.5,1455.1,0.0,0.0,0.0,1086.8,0.0,1314.6,0.0,0.0,0.0,0.0,-1.0,1455.1,0.0,0.0,0.0,1086.8,0.0,1314.6,0.0,0.0,0.0,0.0,-1.0,2279.7,0.0,0.0,0.0,3652.4,0.0,3959.5,0.0,0.0,0.0,0.0,106.6,0.37,0.87,0.87,871158.46,269.24884033203125,269.24884033203125,675.4966430664062,-H+,-H+,-H+,C17 H33 O2,C17 H33 O2,C37 H72 O8 P1,C40 H78 O10 N1 P1
PS 16:0_19:1,PS,774.5296279313739,,C41 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,496.1,0.0,0.0,861.7,0.0,0.0,0.0,0.0,0.0,0.0,201.4,0.0,MS2,FragmentA and FragmentB,[PS 16:0_19:1 -H]-,FA 16:0 (+O),FA 19:1 (+O),-PS(87),-1.6,0.0,0.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,993.1,0.0,0.0,1724.3,0.0,0.0,0.0,0.0,0.0,0.0,403.7,0.0,1664.2,0.0,0.0,1495.5,0.0,0.0,0.0,0.0,0.0,0.0,2212.9,0.0,0.73,1.8,-0.22,873407.42,255.23341369628903,295.2641906738281,687.4970703125,-H+,-H+,-H+,C16 H31 O2,C19 H35 O2,C38 H72 O8 P1,C41 H78 O10 N1 P1
PS 17:0_18:1,PS,774.5296279313739,,C41 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,18187.0,22709.5,0.0,17289.3,20861.4,14500.3,16067.3,18530.8,0.0,20327.6,17001.6,0.0,MS2,FragmentA and FragmentB,[PS 17:0_18:1 -H]-,FA 17:0 (+O),FA 18:1 (+O),-PS(87),-1.6,-1.6,0.0,-1.6,-1.6,-1.6,-1.6,-1.6,0.0,-1.6,-1.6,0.0,36375.0,45419.9,0.0,34579.5,41723.8,29001.6,32135.7,37062.6,0.0,40656.2,34004.2,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1664.2,2050.3,0.0,1495.5,3954.0,2091.6,1620.7,1650.8,0.0,1679.2,2212.9,0.0,0.73,0.42,0.51,873407.42,269.24871826171875,281.2487487792969,687.4970703125,-H+,-H+,-H+,C17 H33 O2,C18 H33 O2,C38 H72 O8 P1,C41 H78 O10 N1 P1
PS 18:1_18:3,PS,782.498534426393,,C42 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,30884.7,20945.4,0.0,24417.5,0.0,15229.4,MS2,FragmentA and FragmentB,[PS 18:1_18:3 -H]-,FA 18:1 (+O),FA 18:3 (+O),-PS(87),0.0,0.0,0.0,0.0,0.0,0.0,256514.7,221275.4,0.0,269887.9,0.0,284813.9,0.0,0.0,0.0,0.0,0.0,0.0,60783.5,40370.4,0.0,47615.3,0.0,29429.4,0.0,0.0,0.0,0.0,0.0,0.0,986.0,1520.5,0.0,1219.8,0.0,1029.5,0.0,0.0,0.0,0.0,0.0,0.0,3582.5,1767.6,0.0,2234.4,0.0,1420.0,0.99,0.08,1.25,874858.06,281.2486267089844,277.2176513671875,695.4664916992188,-H+,-H+,-H+,C18 H33 O2,C18 H29 O2,C39 H68 O8 P1,C42 H74 O10 N1 P1
PS 16:1_20:3,PS,782.4985501499395,,C42 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,7277.0,0.0,0.0,5085.7,0.0,20025.2,11770.6,12421.8,0.0,10171.6,0.0,5648.1,MS2,FragmentA and FragmentB,[PS 16:1_20:3 -H]-,FA 16:1 (+O),FA 20:3 (+O),-PS(87),261573.1,0.0,0.0,241959.3,0.0,170747.0,256514.7,221275.4,0.0,269887.9,0.0,284813.9,14554.9,0.0,0.0,10172.3,0.0,25864.7,14849.4,19268.2,0.0,17195.5,0.0,11297.2,-1.0,0.0,0.0,-1.0,0.0,14185.7,8691.7,5575.3,0.0,3147.8,0.0,-1.0,3557.5,0.0,0.0,1392.4,0.0,1136.7,3582.5,1767.6,0.0,2234.4,0.0,1420.0,1.01,1.43,0.37,874858.08,253.21766662597656,305.24871826171875,695.4666137695312,-H+,-H+,-H+,C16 H29 O2,C20 H33 O2,C39 H68 O8 P1,C42 H74 O10 N1 P1
PS 16:0_20:4,PS,782.4985501499395,,C42 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,123167.0,0.0,0.0,140274.7,0.0,117490.7,157536.1,115181.7,0.0,158450.6,0.0,138332.7,MS2,FragmentA and FragmentB,[PS 16:0_20:4 -H]-,FA 16:0 (+O),FA 20:4 (+O),-PS(87),261573.1,0.0,0.0,241959.3,0.0,170747.0,256514.7,221275.4,0.0,269887.9,0.0,284813.9,172497.5,0.0,0.0,185041.7,0.0,168707.2,232271.9,168690.3,0.0,210376.1,0.0,192798.7,73836.5,0.0,0.0,95507.8,0.0,66274.2,82800.3,61673.0,0.0,106525.0,0.0,83866.6,3557.5,0.0,0.0,1392.4,0.0,1136.7,3582.5,1767.6,0.0,2234.4,0.0,1420.0,1.01,1.74,0.66,874858.08,255.2333984375,303.233154296875,695.4666137695312,-H+,-H+,-H+,C16 H31 O2,C20 H31 O2,C39 H68 O8 P1,C42 H74 O10 N1 P1
PS 18:2_18:2,PS,782.4985501499395,,C42 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,10339.6,0.0,0.0,13047.1,0.0,9435.3,12344.5,10566.6,0.0,15067.0,0.0,9212.5,MS2,FragmentA and FragmentB,[PS 18:2_18:2 -H]-,FA 18:2 (+O),FA 18:2 (+O),-PS(87),261573.1,0.0,0.0,241959.3,0.0,170747.0,256514.7,221275.4,0.0,269887.9,0.0,284813.9,20679.2,0.0,0.0,26094.3,0.0,18870.6,24688.9,21133.2,0.0,30134.0,0.0,18425.0,20679.2,0.0,0.0,26094.3,0.0,18870.6,24688.9,21133.2,0.0,30134.0,0.0,18425.0,3557.5,0.0,0.0,1392.4,0.0,1136.7,3582.5,1767.6,0.0,2234.4,0.0,1420.0,1.01,0.17,0.17,874858.08,279.2330017089844,279.2330017089844,695.4666137695312,-H+,-H+,-H+,C18 H31 O2,C18 H31 O2,C39 H68 O8 P1,C42 H74 O10 N1 P1
PS 16:1_20:2,PS,784.5142227407034,,C42 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,38648.8,57883.8,0.0,35214.6,30799.5,59579.8,27192.0,58975.3,0.0,36387.9,60422.4,45995.5,MS2,FragmentA and FragmentB,[PS 16:1_20:2 -H]-,FA 16:1 (+O),FA 20:2 (+O),-PS(87),196809.8,272282.2,0.0,208202.3,213293.6,186725.3,195540.8,136363.6,0.0,221721.9,159081.3,182963.0,68816.0,103738.6,0.0,60060.5,50883.6,108395.7,46300.0,107292.9,0.0,62204.6,112658.6,84775.0,8481.7,12028.9,0.0,10368.8,10715.3,10764.0,8084.0,10657.6,0.0,10571.1,8186.2,7216.1,896.6,4253.0,0.0,988.5,2163.5,1833.1,3086.7,5134.9,0.0,1869.2,4770.9,2073.8,1.04,1.85,0.98,875219.56,253.2177734375,307.2645568847656,697.4813232421875,-H+,-H+,-H+,C16 H29 O2,C20 H35 O2,C39 H70 O8 P1,C42 H76 O10 N1 P1
PS 16:0_20:3,PS,784.5142227407034,,C42 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,49296.7,69441.0,0.0,62103.7,50481.6,68817.8,41682.9,60998.2,0.0,62546.2,68366.2,61655.5,MS2,FragmentA and FragmentB,[PS 16:0_20:3 -H]-,FA 16:0 (+O),FA 20:3 (+O),-PS(87),196809.8,272282.2,0.0,208202.3,213293.6,186725.3,195540.8,136363.6,0.0,221721.9,159081.3,182963.0,85441.9,119783.2,0.0,106016.5,86497.3,119804.1,69598.9,103353.8,0.0,105791.6,121459.0,110894.6,13151.5,19098.9,0.0,18190.9,14465.8,17831.5,13766.9,18642.6,0.0,19300.8,15273.4,12416.4,896.6,4253.0,0.0,988.5,2163.5,1833.1,3086.7,5134.9,0.0,1869.2,4770.9,2073.8,1.04,1.74,0.47,875219.56,255.2333984375,305.2487487792969,697.4813232421875,-H+,-H+,-H+,C16 H31 O2,C20 H33 O2,C39 H70 O8 P1,C42 H76 O10 N1 P1
PS 18:1_18:2,PS,784.5142227407034,,C42 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,50958.3,89226.6,0.0,68901.1,62822.2,58708.0,49431.9,63100.5,0.0,66802.2,76503.5,57532.5,MS2,FragmentA and FragmentB,[PS 18:1_18:2 -H]-,FA 18:1 (+O),FA 18:2 (+O),-PS(87),196809.8,272282.2,0.0,208202.3,213293.6,186725.3,195540.8,136363.6,0.0,221721.9,159081.3,182963.0,62176.1,111953.9,0.0,77749.4,79462.5,81187.8,60398.1,89462.3,0.0,75524.1,101002.3,68692.3,39740.6,66499.2,0.0,60052.8,46181.8,36228.1,38465.7,36738.6,0.0,58080.2,52004.7,46372.6,896.6,4253.0,0.0,988.5,2163.5,1833.1,3086.7,5134.9,0.0,1869.2,4770.9,2073.8,1.04,0.51,0.39,875219.56,281.2487487792969,279.2330627441406,697.4813232421875,-H+,-H+,-H+,C18 H33 O2,C18 H31 O2,C39 H70 O8 P1,C42 H76 O10 N1 P1
PS 18:0_18:3,PS,784.5142227407034,,C42 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,19215.3,32741.0,0.0,23572.8,24647.5,21921.1,16582.5,20444.1,0.0,28389.5,24489.9,23761.6,MS2,FragmentA and FragmentB,[PS 18:0_18:3 -H]-,FA 18:0 (+O),FA 18:3 (+O),-PS(87),196809.8,272282.2,0.0,208202.3,213293.6,186725.3,195540.8,136363.6,0.0,221721.9,159081.3,182963.0,30778.9,53751.0,0.0,36715.9,36454.2,32983.0,25392.9,31571.2,0.0,45513.8,40058.8,38011.5,7651.6,11731.1,0.0,10429.8,12840.8,10859.3,7772.1,9317.0,0.0,11265.3,8921.0,9511.7,896.6,4253.0,0.0,988.5,2163.5,1833.1,3086.7,5134.9,0.0,1869.2,4770.9,2073.8,1.04,0.2,-0.29,875219.56,283.2643127441406,277.21722412109375,697.4813232421875,-H+,-H+,-H+,C18 H35 O2,C18 H29 O2,C39 H70 O8 P1,C42 H76 O10 N1 P1
PS 16:1_20:1,PS,786.5298217761984,,C42 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,9539.7,22335.6,0.0,15201.6,13863.0,18465.9,12352.1,18977.0,0.0,20579.8,18700.1,11054.5,MS2,FragmentA and FragmentB,[PS 16:1_20:1 -H]-,FA 16:1 (+O),FA 20:1 (+O),-PS(87),2190191.8,3335151.3,0.0,2900582.9,2898074.1,2537614.1,2506194.9,2409801.7,0.0,3115881.5,2922366.4,2305314.1,3355.4,7874.0,0.0,7259.9,6580.0,6881.8,8796.3,5186.4,0.0,10817.3,6356.6,6337.4,15723.9,36797.2,0.0,23143.2,21146.0,30050.0,15907.8,32767.5,0.0,30342.4,31043.5,15771.5,37272.7,50012.1,0.0,35621.7,42676.7,37843.4,40519.9,42772.9,0.0,53254.4,47739.0,33604.0,0.97,1.85,1.29,875579.32,253.2177734375,309.2803039550781,699.4981079101562,-H+,-H+,-H+,C16 H29 O2,C20 H37 O2,C39 H72 O8 P1,C42 H78 O10 N1 P1
PS 16:0_20:2,PS,786.5298217761984,,C42 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,154857.5,186355.6,0.0,141992.9,134978.6,171815.0,124219.7,168207.8,0.0,167453.0,175533.0,179350.3,MS2,FragmentA and FragmentB,[PS 16:0_20:2 -H]-,FA 16:0 (+O),FA 20:2 (+O),-PS(87),2190191.8,3335151.3,0.0,2900582.9,2898074.1,2537614.1,2506194.9,2409801.7,0.0,3115881.5,2922366.4,2305314.1,304393.3,365797.6,0.0,278703.6,264293.5,339272.4,242841.6,330281.4,0.0,324517.9,342751.5,354072.6,5321.7,6913.6,0.0,5282.1,5663.6,4357.7,5597.8,6134.3,0.0,10388.0,8314.5,4627.9,37272.7,50012.1,0.0,35621.7,42676.7,37843.4,40519.9,42772.9,0.0,53254.4,47739.0,33604.0,0.97,1.86,1.18,875579.32,255.23342895507812,307.2646179199219,699.4981079101562,-H+,-H+,-H+,C16 H31 O2,C20 H35 O2,C39 H72 O8 P1,C42 H78 O10 N1 P1
