LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
Cer 33:1;(OH)2,Cer,582.51027989163,,C35 H68 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,39336.8,28774.7,22028.5,0.0,72614.5,65276.0,41485.3,53496.1,38964.4,56512.8,MS1,Precursor,[Cer 33:1;(OH)2(+CH3COO)-],,,,0.0,0.0,39336.8,28774.7,22028.5,0.0,72614.5,65276.0,41485.3,53496.1,38964.4,56512.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,,,,,,,,,,,,,C33 H65 O3 N1
Cer 34:2;(OH)2,Cer,594.5105029938962,,C36 H68 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,288383.8,267951.0,225855.8,270148.7,241547.8,251946.8,328609.3,358879.3,273741.4,297351.8,MS1,Precursor,[Cer 34:2;(OH)2(+CH3COO)-],,,,0.0,0.0,288383.8,267951.0,225855.8,270148.7,241547.8,251946.8,328609.3,358879.3,273741.4,297351.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,,,,,,,,,,,,,C34 H65 O3 N1
Cer 34:1;(OH)2,Cer,596.5262245379366,,C36 H70 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,2991909.2,2833364.1,2304647.1,2628379.9,3333598.5,3385759.0,2975898.2,3440776.7,2654473.9,3069114.2,MS1,Precursor,[Cer 34:1;(OH)2(+CH3COO)-],,,,0.0,0.0,2991909.2,2833364.1,2304647.1,2628379.9,3333598.5,3385759.0,2975898.2,3440776.7,2654473.9,3069114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,,,,,,,,,,,,,C34 H67 O3 N1
Cer 34:0;(OH)2,Cer,598.5418693903823,,C36 H72 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,240910.3,223661.5,188215.8,207858.9,228011.0,212742.3,249722.7,285431.5,272356.5,315181.5,MS1,Precursor,[Cer 34:0;(OH)2(+CH3COO)-],,,,0.0,0.0,240910.3,223661.5,188215.8,207858.9,228011.0,212742.3,249722.7,285431.5,272356.5,315181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,,,,,,,,,,,,,C34 H69 O3 N1
Cer 34:1;(OH)3,Cer,612.5212642094544,,C36 H70 O6 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,0.0,31018.3,0.0,46047.8,41729.3,35064.8,36187.0,23383.6,19642.1,MS1,Precursor,[Cer 34:1;(OH)3(+CH3COO)-],,,,0.0,0.0,0.0,0.0,31018.3,0.0,46047.8,41729.3,35064.8,36187.0,23383.6,19642.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,,,,,,,,,,,,,C34 H67 O4 N1
Cer 36:2;(OH)2,Cer,622.5420860711466,,C38 H72 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,89529.4,93136.5,60763.8,63869.3,85540.9,90348.5,100886.7,132908.5,75120.1,84042.0,MS1,Precursor,[Cer 36:2;(OH)2(+CH3COO)-],,,,0.0,0.0,89529.4,93136.5,60763.8,63869.3,85540.9,90348.5,100886.7,132908.5,75120.1,84042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,,,,,,,,,,,,,C36 H69 O3 N1
Cer 36:1;(OH)2,Cer,624.5577704440146,,C38 H74 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,390668.3,335304.6,309960.2,332387.1,360920.3,387061.2,361942.7,389070.5,316379.2,327542.0,MS1,Precursor,[Cer 36:1;(OH)2(+CH3COO)-],,,,0.0,0.0,390668.3,335304.6,309960.2,332387.1,360920.3,387061.2,361942.7,389070.5,316379.2,327542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,,,,,,,,,,,,,C36 H71 O3 N1
Cer 36:1;(OH)3,Cer,640.5528281560873,,C38 H74 O6 N1,,+CH3COO-,Sphingolipid,negative,59469.6,28420.6,0.0,0.0,85726.0,125487.9,41005.1,17326.6,0.0,0.0,90022.3,66788.3,MS1,Precursor,[Cer 36:1;(OH)3(+CH3COO)-],,,,59469.6,28420.6,0.0,0.0,85726.0,125487.9,41005.1,17326.6,0.0,0.0,90022.3,66788.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,,,,,,,,,,,,,C36 H71 O4 N1
Cer 38:2;(OH)2,Cer,650.5734277908018,,C40 H76 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,117428.4,107699.2,68938.3,106167.0,70473.3,52142.7,124705.8,149637.3,98436.2,96581.8,MS1,Precursor,[Cer 38:2;(OH)2(+CH3COO)-],,,,0.0,0.0,117428.4,107699.2,68938.3,106167.0,70473.3,52142.7,124705.8,149637.3,98436.2,96581.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,,,,,,,,,,,,,C38 H73 O3 N1
Cer 38:1;(OH)2,Cer,652.5891564648243,,C40 H78 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,296282.1,226445.7,175841.0,218107.7,231783.8,236345.9,279599.7,328196.2,215111.1,209431.2,MS1,Precursor,[Cer 38:1;(OH)2(+CH3COO)-],,,,0.0,0.0,296282.1,226445.7,175841.0,218107.7,231783.8,236345.9,279599.7,328196.2,215111.1,209431.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,,,,,,,,C38 H75 O3 N1
Cer 38:2;(OH)3,Cer,666.5684474608685,,C40 H76 O6 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,0.0,40729.8,0.0,0.0,0.0,0.0,0.0,21840.6,18109.4,MS1,Precursor,[Cer 38:2;(OH)3(+CH3COO)-],,,,0.0,0.0,0.0,0.0,40729.8,0.0,0.0,0.0,0.0,0.0,21840.6,18109.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,,,,,,,,,,,,,C38 H73 O4 N1
Cer 39:1;(OH)2,Cer,666.6049179810799,,C41 H80 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,30413.3,0.0,0.0,0.0,21261.3,0.0,45633.8,44402.3,0.0,0.0,MS1,Precursor,[Cer 39:1;(OH)2(+CH3COO)-],,,,0.0,0.0,30413.3,0.0,0.0,0.0,21261.3,0.0,45633.8,44402.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,,,,,,,,,,,,,C39 H77 O3 N1
Cer 40:3;(OH)2,Cer,676.5890096684045,,C42 H78 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,55070.7,59532.1,0.0,37327.6,27914.8,32378.0,48760.9,51773.3,42208.9,47993.8,MS1,Precursor,[Cer 40:3;(OH)2(+CH3COO)-],,,,0.0,0.0,55070.7,59532.1,0.0,37327.6,27914.8,32378.0,48760.9,51773.3,42208.9,47993.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,,,,,,,,,,,,,C40 H75 O3 N1
Cer 40:2;(OH)2,Cer,678.6047444722385,,C42 H80 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,377652.4,370921.6,339575.8,316072.8,284169.1,281455.0,354719.8,401177.3,284192.3,322974.1,MS1,Precursor,[Cer 40:2;(OH)2(+CH3COO)-],,,,0.0,0.0,377652.4,370921.6,339575.8,316072.8,284169.1,281455.0,354719.8,401177.3,284192.3,322974.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,,,,,,,,,,,,C40 H77 O3 N1
Cer 40:1;(OH)2,Cer,680.620411281005,,C42 H82 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,548095.2,546243.9,447411.3,446593.7,531372.6,526275.3,551937.9,680644.0,492352.7,600071.7,MS1,Precursor,[Cer 40:1;(OH)2(+CH3COO)-],,,,0.0,0.0,548095.2,546243.9,447411.3,446593.7,531372.6,526275.3,551937.9,680644.0,492352.7,600071.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,,,,,,,,,,,,,C40 H79 O3 N1
Cer 41:2;(OH)2,Cer,692.6204677853116,,C43 H82 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,140408.7,171283.1,124587.5,122910.5,116843.0,117144.9,159713.7,170582.1,124071.7,135228.2,MS1,Precursor,[Cer 41:2;(OH)2(+CH3COO)-],,,,0.0,0.0,140408.7,171283.1,124587.5,122910.5,116843.0,117144.9,159713.7,170582.1,124071.7,135228.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,,,,,,,,,,,,,C41 H79 O3 N1
Cer 41:1;(OH)2,Cer,694.6361949886475,,C43 H84 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,199590.7,183479.5,177124.7,163548.1,170822.2,169687.3,168777.8,214835.8,175656.6,205678.0,MS1,Precursor,[Cer 41:1;(OH)2(+CH3COO)-],,,,0.0,0.0,199590.7,183479.5,177124.7,163548.1,170822.2,169687.3,168777.8,214835.8,175656.6,205678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,C41 H81 O3 N1
Cer 42:3;(OH)2,Cer,704.620480944385,,C44 H82 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,1313116.3,1219951.4,914862.1,1009170.0,1288550.5,1323522.2,1497007.5,1632522.4,1158856.5,1356684.1,MS1,Precursor,[Cer 42:3;(OH)2(+CH3COO)-],,,,0.0,0.0,1313116.3,1219951.4,914862.1,1009170.0,1288550.5,1323522.2,1497007.5,1632522.4,1158856.5,1356684.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,,,,,,,,,,,,C42 H79 O3 N1
Cer 42:2;(OH)2,Cer,706.6361383156787,,C44 H84 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,2675887.0,2523252.2,2115134.8,2209305.6,2684825.4,2790879.8,2890887.8,3306198.2,2424009.4,2679985.2,MS1,Precursor,[Cer 42:2;(OH)2(+CH3COO)-],,,,0.0,0.0,2675887.0,2523252.2,2115134.8,2209305.6,2684825.4,2790879.8,2890887.8,3306198.2,2424009.4,2679985.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,,,,,,,,,,,,C42 H81 O3 N1
Cer 42:1;(OH)2,Cer,708.651786983766,,C44 H86 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,1366791.1,1254127.5,1048888.2,1096930.8,1376819.3,1439757.5,1579004.9,1843031.3,1382512.4,1579003.9,MS1,Precursor,[Cer 42:1;(OH)2(+CH3COO)-],,,,0.0,0.0,1366791.1,1254127.5,1048888.2,1096930.8,1376819.3,1439757.5,1579004.9,1843031.3,1382512.4,1579003.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,,,,,,,,,,,,C42 H83 O3 N1
Cer 42:0;(OH)2,Cer,710.667069043624,,C44 H88 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19967.5,36762.9,50358.9,45846.1,MS1,Precursor,[Cer 42:0;(OH)2(+CH3COO)-],,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19967.5,36762.9,50358.9,45846.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,,,,,,,,,,,,,C42 H85 O3 N1
Cer 43:1;(OH)2,Cer,722.6676612944176,,C45 H88 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22519.9,23580.1,19424.8,0.0,MS1,Precursor,[Cer 43:1;(OH)2(+CH3COO)-],,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22519.9,23580.1,19424.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,,,,,,,,,,,,,C43 H85 O3 N1
Cer 42:1;(OH)3,Cer,724.6468064332561,,C44 H86 O6 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,29893.8,32055.4,32043.0,0.0,0.0,45867.2,48482.7,19044.7,46063.1,MS1,Precursor,[Cer 42:1;(OH)3(+CH3COO)-],,,,0.0,0.0,0.0,29893.8,32055.4,32043.0,0.0,0.0,45867.2,48482.7,19044.7,46063.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,,,,,,,,,,,,,C42 H83 O4 N1
Cer 44:3;(OH)2,Cer,732.6508522673821,,C46 H86 O5 N1,,+CH3COO-,Sphingolipid,negative,76951.4,65759.6,139157.7,123881.4,110578.5,89132.9,140295.0,99841.7,82404.9,102450.4,54056.8,68186.0,MS1,Precursor,[Cer 44:3;(OH)2(+CH3COO)-],,,,76951.4,65759.6,139157.7,123881.4,110578.5,89132.9,140295.0,99841.7,82404.9,102450.4,54056.8,68186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,,,,,,,,,,,,,C44 H83 O3 N1
Cer 44:2;(OH)2,Cer,734.6675659135515,,C46 H88 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18545.7,5095.8,0.0,9340.0,MS1,Precursor,[Cer 44:2;(OH)2(+CH3COO)-],,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18545.7,5095.8,0.0,9340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,,,,,,,,,,,,,C44 H85 O3 N1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPC 14:0,LPC,526.3155099301539,,C24 H49 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82946.4,88390.6,94090.4,55480.3,61705.9,MS2,FragmentA,[LPC 14:0 +CH3COO]-,FA 14:0 (+O),-PC(74),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34200.4,42605.6,54061.7,22273.2,22726.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82946.4,88390.6,94090.4,55480.3,61705.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9446.3,14926.3,11584.6,8385.7,8326.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.63,836302.75,,227.2020263671875,452.2786865234375,,-H+,-H+,,C14 H27 O2,C21 H43 O7 N1 P1,,C22 H46 O7 N1 P1
LPC 16:1,LPC,552.3305439028371,,C26 H51 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,366646.6,368887.8,295230.8,349785.8,420079.3,410514.3,470410.6,524418.2,306409.2,371793.5,MS2,FragmentA,[LPC 16:1 +CH3COO]-,FA 16:1 (+O),-PC(74),,0.0,0.0,218325.3,219291.3,181203.3,196355.6,279684.6,246533.5,292100.0,324842.1,230918.9,226414.8,0.0,0.0,366646.6,368887.8,295230.8,349785.8,420079.3,410514.3,470410.6,524418.2,306409.2,371793.5,0.0,0.0,16787.5,16731.4,14321.0,15050.4,24506.1,23402.0,20028.8,25780.1,19110.1,17854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,1.73,845206.67,,253.21774291992188,478.29437255859375,,-H+,-H+,,C16 H29 O2,C23 H45 O7 N1 P1,,C24 H48 O7 N1 P1
LPC 16:0,LPC,554.3464258528757,,C26 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,1957289.4,1750822.1,1583523.1,1780299.4,1874799.8,2050739.3,2429852.3,2612008.3,1664421.9,1891907.8,MS2,FragmentA,[LPC 16:0 +CH3COO]-,FA 16:0 (+O),-PC(74),,0.0,0.0,1463849.5,1332900.3,1174231.2,1315579.2,1595747.2,1445154.7,1941114.6,2036190.5,1435349.3,1602909.5,0.0,0.0,1957289.4,1750822.1,1583523.1,1780299.4,1874799.8,2050739.3,2429852.3,2612008.3,1664421.9,1891907.8,0.0,0.0,264972.1,234620.6,199463.3,248666.9,246842.8,269612.8,335409.2,354356.2,227088.0,254006.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.74,845856.26,,255.2333984375,480.30999755859375,,-H+,-H+,,C16 H31 O2,C23 H47 O7 N1 P1,,C24 H50 O7 N1 P1
LPC 18:2,LPC,578.3467415355636,,C28 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,439911.5,373950.7,283987.3,328062.8,479249.6,476968.4,618371.1,638774.6,351807.2,432637.6,MS2,FragmentA,[LPC 18:2 +CH3COO]-,FA 18:2 (+O),-PC(74),,0.0,0.0,243216.9,218949.2,142630.9,151902.6,279405.9,260185.3,397946.2,391479.0,222995.7,260370.7,0.0,0.0,439911.5,373950.7,283987.3,328062.8,479249.6,476968.4,618371.1,638774.6,351807.2,432637.6,0.0,0.0,11799.7,12788.3,11515.5,9299.6,17690.6,16635.4,16963.5,23087.4,15534.3,15382.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.49,853191.92,,279.23309326171875,504.3099670410156,,-H+,-H+,,C18 H31 O2,C25 H47 O7 N1 P1,,C26 H50 O7 N1 P1
LPC 18:1,LPC,580.362094401864,,C28 H55 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,605514.4,533821.6,470996.5,546662.7,701876.7,681049.8,608752.1,646502.0,457924.3,467458.0,MS2,FragmentA,[LPC 18:1 +CH3COO]-,FA 18:1 (+O),-PC(74),,0.0,0.0,296573.3,271654.1,237612.4,269710.2,371877.0,348439.0,367524.5,370776.7,257776.7,290573.6,0.0,0.0,605514.4,533821.6,470996.5,546662.7,701876.7,681049.8,608752.1,646502.0,457924.3,467458.0,0.0,0.0,28802.9,27137.7,20693.9,23231.2,31078.0,31603.2,27545.1,33699.6,23971.6,22232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.51,853776.33,,281.2487487792969,506.3255615234375,,-H+,-H+,,C18 H33 O2,C25 H49 O7 N1 P1,,C26 H52 O7 N1 P1
