LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PI 16:0_22:6,PI,881.5195808422944,,C47 H78 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,118060.7,123552.3,116729.7,103619.1,126080.2,112242.2,109766.7,142636.7,96384.1,121432.2,MS2,FragmentA and FragmentB,[PI 16:0_22:6 -H]-,FA 16:0 (+O),FA 22:6 (+O),PI(241),0.0,0.0,330297.1,271147.2,259342.0,279116.6,359616.0,324016.4,392950.9,414027.7,375293.1,387468.8,0.0,0.0,189792.5,204239.1,195783.9,169720.3,208027.4,183471.5,173609.8,216934.9,148404.3,184088.0,0.0,0.0,46329.0,42865.5,37675.4,37518.0,44132.9,41012.8,45923.5,68338.5,44363.9,58776.3,0.0,0.0,88216.0,89175.2,92514.2,75991.2,91326.7,89331.4,107812.5,111132.5,95734.6,109758.2,1.16,1.62,0.61,1.62,255.23336791992188,327.233154296875,241.01226806640625,-H+,-H+,-H+,C16 H31 O2,C22 H31 O2,C6 H10 O8 P1,C47 H79 O13 P1
PI 18:2_20:4,PI,881.5195808422944,,C47 H78 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,49355.5,48941.1,55018.8,37557.0,37586.2,44124.3,33935.4,44255.9,35496.6,38254.0,MS2,FragmentA and FragmentB,[PI 18:2_20:4 -H]-,FA 18:2 (+O),FA 20:4 (+O),PI(241),0.0,0.0,330297.1,271147.2,259342.0,279116.6,359616.0,324016.4,392950.9,414027.7,375293.1,387468.8,0.0,0.0,69157.0,65953.9,59720.1,54596.2,41603.1,58784.0,41915.2,55358.2,46926.8,49009.4,0.0,0.0,29554.0,31928.4,50317.6,20517.7,33569.4,29464.6,25955.7,33153.6,24066.4,27498.5,0.0,0.0,88216.0,89175.2,92514.2,75991.2,91326.7,89331.4,107812.5,111132.5,95734.6,109758.2,1.16,0.28,0.66,1.62,279.2330322265625,303.233154296875,241.01226806640625,-H+,-H+,-H+,C18 H31 O2,C20 H31 O2,C6 H10 O8 P1,C47 H79 O13 P1
PI 18:1_20:5,PI,881.5195808422944,,C47 H78 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,35172.7,41570.7,0.0,0.0,38084.3,40771.1,0.0,0.0,17739.0,18427.0,MS2,FragmentA and FragmentB,[PI 18:1_20:5 -H]-,FA 18:1 (+O),FA 20:5 (+O),PI(241),0.0,0.0,330297.1,271147.2,0.0,0.0,359616.0,324016.4,0.0,0.0,375293.1,387468.8,0.0,0.0,68761.4,78512.8,0.0,0.0,71657.7,79583.6,0.0,0.0,34423.9,33188.8,0.0,0.0,1583.9,4628.6,0.0,0.0,4510.9,1958.7,0.0,0.0,1054.1,3665.2,0.0,0.0,88216.0,89175.2,0.0,0.0,91326.7,89331.4,0.0,0.0,95734.6,109758.2,1.16,0.29,0.44,1.62,281.2486877441406,301.2174377441406,241.01226806640625,-H+,-H+,-H+,C18 H33 O2,C20 H29 O2,C6 H10 O8 P1,C47 H79 O13 P1
PI 18:3_20:3,PI,881.519733122481,,C47 H78 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,1495.9,0.0,1892.0,1615.2,0.0,0.0,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PI 18:3_20:3 -H]-,FA 18:3 (+O),FA 20:3 (+O),PI(241),0.0,0.0,0.0,271147.2,0.0,279116.6,359616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.1,0.0,1109.5,1295.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.7,0.0,2674.5,1935.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89175.2,0.0,75991.2,91326.7,0.0,0.0,0.0,0.0,0.0,1.34,0.15,1.87,1.81,277.21734619140625,305.2491760253906,241.01231384277344,-H+,-H+,-H+,C18 H29 O2,C20 H33 O2,C6 H10 O8 P1,C47 H79 O13 P1
PI 16:1_22:4,PI,883.5352988340188,,C47 H80 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,9922.1,12634.2,9720.1,8046.0,13317.9,9420.2,7857.7,9219.1,7389.9,9933.4,MS2,FragmentA and FragmentB,[PI 16:1_22:4 -H]-,FA 16:1 (+O),FA 22:4 (+O),PI(241),0.0,0.0,1246656.0,1089616.5,1040110.4,1080727.1,824117.8,782504.1,777453.3,783017.0,809912.3,824261.1,0.0,0.0,9144.6,16975.0,12671.2,9665.7,12980.2,7647.1,3860.4,6559.7,6662.5,6615.6,0.0,0.0,10699.7,8293.4,6769.0,6426.4,13655.7,11193.3,11855.0,11878.5,8117.3,13251.3,0.0,0.0,337253.2,300001.2,290280.8,275356.5,285374.3,228530.7,220932.9,258623.2,212356.3,243663.1,1.24,2.45,0.91,1.74,253.21792602539065,331.2645568847656,241.0122985839844,-H+,-H+,-H+,C16 H29 O2,C22 H35 O2,C6 H10 O8 P1,C47 H81 O13 P1
PI 16:0_22:5,PI,883.5352988340188,,C47 H80 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,115714.4,105410.6,108227.4,97264.4,117252.0,105163.1,90082.4,102900.5,76426.2,84050.0,MS2,FragmentA and FragmentB,[PI 16:0_22:5 -H]-,FA 16:0 (+O),FA 22:5 (+O),PI(241),0.0,0.0,1246656.0,1089616.5,1040110.4,1080727.1,824117.8,782504.1,777453.3,783017.0,809912.3,824261.1,0.0,0.0,176817.4,161020.1,164728.6,142923.3,196709.4,170216.2,128812.1,147410.4,105267.1,115088.7,0.0,0.0,54611.4,49801.2,51726.2,51605.4,37794.6,40109.9,51352.7,58390.6,47585.3,53011.3,0.0,0.0,337253.2,300001.2,290280.8,275356.5,285374.3,228530.7,220932.9,258623.2,212356.3,243663.1,1.24,1.8,0.62,1.74,255.23341369628903,329.2488098144531,241.0122985839844,-H+,-H+,-H+,C16 H31 O2,C22 H33 O2,C6 H10 O8 P1,C47 H81 O13 P1
PI 18:2_20:3,PI,883.5352988340188,,C47 H80 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,34212.3,33024.4,32680.3,28249.6,32288.7,27947.9,27477.3,25775.5,21677.8,24971.7,MS2,FragmentA and FragmentB,[PI 18:2_20:3 -H]-,FA 18:2 (+O),FA 20:3 (+O),PI(241),0.0,0.0,1246656.0,1089616.5,1040110.4,1080727.1,824117.8,782504.1,777453.3,783017.0,809912.3,824261.1,0.0,0.0,62771.9,61437.2,47983.5,54182.8,56214.0,47937.1,48738.1,43357.0,39017.9,44628.2,0.0,0.0,5652.7,4611.7,17377.1,2316.5,8363.4,7958.7,6216.5,8194.1,4337.7,5315.2,0.0,0.0,337253.2,300001.2,290280.8,275356.5,285374.3,228530.7,220932.9,258623.2,212356.3,243663.1,1.24,0.6,0.57,1.74,279.2331237792969,305.248779296875,241.0122985839844,-H+,-H+,-H+,C18 H31 O2,C20 H33 O2,C6 H10 O8 P1,C47 H81 O13 P1
PI 18:1_20:4,PI,883.5352988340188,,C47 H80 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,386371.6,332289.4,320181.6,290864.9,320238.6,261188.6,216159.4,262447.6,229039.1,270804.9,MS2,FragmentA and FragmentB,[PI 18:1_20:4 -H]-,FA 18:1 (+O),FA 20:4 (+O),PI(241),0.0,0.0,1246656.0,1089616.5,1040110.4,1080727.1,824117.8,782504.1,777453.3,783017.0,809912.3,824261.1,0.0,0.0,420510.7,370840.1,341696.2,330725.7,354729.3,289724.9,233772.5,278744.0,247474.3,297940.8,0.0,0.0,352232.6,293738.8,298667.0,251004.1,285747.9,232652.3,198546.2,246151.1,210603.9,243669.1,0.0,0.0,337253.2,300001.2,290280.8,275356.5,285374.3,228530.7,220932.9,258623.2,212356.3,243663.1,1.24,0.51,0.66,1.74,281.2487487792969,303.233154296875,241.0122985839844,-H+,-H+,-H+,C18 H33 O2,C20 H31 O2,C6 H10 O8 P1,C47 H81 O13 P1
PI 18:0_20:5,PI,883.5352988340188,,C47 H80 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,31893.5,34357.7,28218.5,23111.3,35692.6,29674.9,20386.1,28177.7,18582.8,18305.6,MS2,FragmentA and FragmentB,[PI 18:0_20:5 -H]-,FA 18:0 (+O),FA 20:5 (+O),PI(241),0.0,0.0,1246656.0,1089616.5,1040110.4,1080727.1,824117.8,782504.1,777453.3,783017.0,809912.3,824261.1,0.0,0.0,56562.6,64539.5,50438.0,40629.2,67498.4,56838.0,33242.3,47877.5,31298.5,31239.7,0.0,0.0,7224.5,4176.0,5999.0,5593.4,3886.8,2511.8,7529.8,8478.0,5867.0,5371.4,0.0,0.0,337253.2,300001.2,290280.8,275356.5,285374.3,228530.7,220932.9,258623.2,212356.3,243663.1,1.24,0.63,1.35,1.74,283.2644348144531,301.2177124023437,241.0122985839844,-H+,-H+,-H+,C18 H35 O2,C20 H29 O2,C6 H10 O8 P1,C47 H81 O13 P1
PI 16:0_22:4,PI,885.5508235529938,,C47 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,76464.5,73752.9,60813.1,62517.9,79690.3,61891.1,48347.6,46204.4,49041.2,54133.7,MS2,FragmentA and FragmentB,[PI 16:0_22:4 -H]-,FA 16:0 (+O),FA 22:4 (+O),PI(241),0.0,0.0,10098828.5,8545929.2,7974145.5,8123538.9,8908590.2,7934890.8,9053162.0,9219893.8,6957687.2,7899294.3,0.0,0.0,103271.5,87080.0,91441.0,75337.4,101761.1,84482.7,65176.5,67051.8,61230.0,67268.5,0.0,0.0,49657.5,60425.9,30185.3,49698.4,57619.5,39299.4,31518.7,25356.9,36852.4,40999.0,0.0,0.0,2452670.3,2404711.3,2015012.2,1802828.1,2233506.0,2077889.4,2354614.2,2297333.7,1718648.2,2302800.5,1.09,1.68,1.19,1.62,255.2333831787109,331.2646484375,241.01226806640625,-H+,-H+,-H+,C16 H31 O2,C22 H35 O2,C6 H10 O8 P1,C47 H83 O13 P1
PI 18:1_20:3,PI,885.5508235529938,,C47 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,61698.3,62762.1,49736.7,45479.1,39703.4,39452.0,21597.2,21550.4,30649.5,20214.0,MS2,FragmentA and FragmentB,[PI 18:1_20:3 -H]-,FA 18:1 (+O),FA 20:3 (+O),PI(241),0.0,0.0,10098828.5,8545929.2,7974145.5,8123538.9,8908590.2,7934890.8,9053162.0,9219893.8,6957687.2,7899294.3,0.0,0.0,90745.8,99949.3,73357.0,62361.9,47847.6,56777.6,30865.8,33538.2,40326.3,20723.2,0.0,0.0,32650.9,25574.9,26116.4,28596.3,31559.2,22126.4,12328.5,9562.7,20972.6,19704.8,0.0,0.0,2452670.3,2404711.3,2015012.2,1802828.1,2233506.0,2077889.4,2354614.2,2297333.7,1718648.2,2302800.5,1.09,0.4,0.67,1.62,281.24871826171875,305.2488098144531,241.01226806640625,-H+,-H+,-H+,C18 H33 O2,C20 H33 O2,C6 H10 O8 P1,C47 H83 O13 P1
PI 18:0_20:4,PI,885.5508235529938,,C47 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,3397058.1,3327316.2,2773821.6,2671958.5,3051732.7,2707552.4,2768713.9,2771475.0,2183185.9,2768373.2,MS2,FragmentA and FragmentB,[PI 18:0_20:4 -H]-,FA 18:0 (+O),FA 20:4 (+O),PI(241),0.0,0.0,10098828.5,8545929.2,7974145.5,8123538.9,8908590.2,7934890.8,9053162.0,9219893.8,6957687.2,7899294.3,0.0,0.0,3572363.2,3443329.3,2862901.9,2762277.4,3203218.2,2797162.0,2946329.9,2897640.6,2278729.9,2852505.1,0.0,0.0,3221752.9,3211303.1,2684741.2,2581639.7,2900247.1,2617942.7,2591098.0,2645309.4,2087641.9,2684241.4,0.0,0.0,2452670.3,2404711.3,2015012.2,1802828.1,2233506.0,2077889.4,2354614.2,2297333.7,1718648.2,2302800.5,1.09,0.42,0.46,1.62,283.2643737792969,303.23309326171875,241.01226806640625,-H+,-H+,-H+,C18 H35 O2,C20 H31 O2,C6 H10 O8 P1,C47 H83 O13 P1
PI 16:1_22:2,PI,887.5668059557213,,C47 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,9155.5,0.0,0.0,0.0,0.0,6457.2,5128.5,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PI 16:1_22:2 -H]-,FA 16:1 (+O),FA 22:2 (+O),PI(241),0.0,0.0,343009.9,0.0,0.0,0.0,0.0,210061.7,261377.8,0.0,0.0,0.0,0.0,0.0,16582.0,0.0,0.0,0.0,0.0,10590.7,8699.7,0.0,0.0,0.0,0.0,0.0,1729.1,0.0,0.0,0.0,0.0,2323.7,1557.3,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,0.0,-1.8,81467.8,0.0,0.0,0.0,1.47,1.37,-1.43,1.62,253.2176513671875,335.2950744628906,241.01226806640625,-H+,-H+,-H+,C16 H29 O2,C22 H39 O2,C6 H10 O8 P1,C47 H85 O13 P1
PI 16:0_22:3,PI,887.5668059557213,,C47 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,21144.5,0.0,15962.5,20125.0,11314.7,0.0,0.0,13236.2,0.0,13026.5,MS2,FragmentA and FragmentB,[PI 16:0_22:3 -H]-,FA 16:0 (+O),FA 22:3 (+O),PI(241),0.0,0.0,343009.9,0.0,291681.1,281767.1,244037.8,0.0,0.0,288209.5,0.0,219875.3,0.0,0.0,39897.8,0.0,30563.7,38401.5,21048.7,0.0,0.0,24541.6,0.0,24839.6,0.0,0.0,2391.3,0.0,1361.2,1848.6,1580.7,0.0,0.0,1930.8,0.0,1213.5,0.0,0.0,-1.8,0.0,-1.8,-1.8,-1.8,0.0,0.0,122679.0,0.0,15720.4,1.47,1.86,1.1,1.62,255.23342895507807,333.2802734375,241.01226806640625,-H+,-H+,-H+,C16 H31 O2,C22 H37 O2,C6 H10 O8 P1,C47 H85 O13 P1
PI 18:1_20:2,PI,887.5668059557213,,C47 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,23777.8,31315.8,25745.3,21858.3,20408.8,18955.4,18575.9,18617.6,0.0,13061.2,MS2,FragmentA and FragmentB,[PI 18:1_20:2 -H]-,FA 18:1 (+O),FA 20:2 (+O),PI(241),0.0,0.0,343009.9,275652.9,291681.1,281767.1,244037.8,210061.7,261377.8,288209.5,0.0,219875.3,0.0,0.0,41070.7,55585.1,47427.8,41237.9,38464.6,35328.1,30596.0,31181.9,0.0,24642.1,0.0,0.0,6484.9,7046.5,4062.8,2478.6,2353.0,2582.7,6555.8,6053.2,0.0,1480.3,0.0,0.0,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,81467.8,122679.0,0.0,15720.4,1.47,0.62,0.78,1.62,281.248779296875,307.2644958496094,241.01226806640625,-H+,-H+,-H+,C18 H33 O2,C20 H35 O2,C6 H10 O8 P1,C47 H85 O13 P1
PI 18:0_20:3,PI,887.5668059557213,,C47 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,91942.3,94245.6,87264.6,81198.7,64767.0,63162.1,242179.8,249166.9,185812.6,170603.4,MS2,FragmentA and FragmentB,[PI 18:0_20:3 -H]-,FA 18:0 (+O),FA 20:3 (+O),PI(241),0.0,0.0,343009.9,275652.9,291681.1,281767.1,244037.8,210061.7,261377.8,288209.5,214581.2,219875.3,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,300060.1,305786.2,237495.7,206420.1,0.0,0.0,183885.6,188492.1,174530.2,162398.5,129535.0,126325.3,184299.6,192547.5,134129.6,134786.8,0.0,0.0,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,81467.8,122679.0,75102.4,15720.4,1.47,0.42,0.47,1.62,283.2643737792969,305.2487487792969,241.01226806640625,-H+,-H+,-H+,C18 H35 O2,C20 H33 O2,C6 H10 O8 P1,C47 H85 O13 P1
PI 16:0_22:0,PI,893.6116995210656,,C47 H90 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,33290.7,0.0,0.0,0.0,24697.2,0.0,17006.3,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PI 16:0_22:0 -H]-,FA 16:0 (+O),FA 22:0 (+O),PI(241),0.0,0.0,-1.8,0.0,0.0,0.0,-1.8,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,66583.3,0.0,0.0,0.0,49396.2,0.0,34014.3,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,-1.8,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,1380.2,0.0,0.0,0.0,1873.8,0.0,1579.7,0.0,0.0,0.0,-0.84,1.62,-0.04,0.79,255.23336791992188,339.32684326171875,241.01206970214844,-H+,-H+,-H+,C16 H31 O2,C22 H43 O2,C6 H10 O8 P1,C47 H91 O13 P1
PI 17:0_22:4,PI,899.566605610166,,C48 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,6566.0,5578.9,5187.3,0.0,0.0,0.0,5259.1,4859.7,6119.5,6725.6,MS2,FragmentA and FragmentB,[PI 17:0_22:4 -H]-,FA 17:0 (+O),FA 22:4 (+O),PI(241),0.0,0.0,57511.0,64519.1,34744.2,0.0,0.0,0.0,43953.2,36140.3,39264.5,30341.8,0.0,0.0,1512.5,1494.2,1912.7,0.0,0.0,0.0,1580.7,1792.5,1715.9,1197.0,0.0,0.0,11619.4,9663.6,8461.8,0.0,0.0,0.0,8937.4,7926.9,10523.0,12254.3,0.0,0.0,35367.6,25732.7,26559.1,0.0,0.0,0.0,19693.8,25389.9,20903.2,20868.9,1.22,2.12,1.0,1.62,269.2491760253906,331.2645874023437,241.01226806640625,-H+,-H+,-H+,C17 H33 O2,C22 H35 O2,C6 H10 O8 P1,C48 H85 O13 P1
PI 19:0_20:4,PI,899.566605610166,,C48 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,42614.6,36248.1,31178.0,0.0,0.0,20794.8,31545.6,31806.4,22797.4,29955.6,MS2,FragmentA and FragmentB,[PI 19:0_20:4 -H]-,FA 19:0 (+O),FA 20:4 (+O),PI(241),0.0,0.0,57511.0,64519.1,34744.2,0.0,0.0,21204.0,43953.2,36140.3,39264.5,30341.8,0.0,0.0,35345.1,30899.3,23130.9,0.0,0.0,16183.2,26128.0,29908.1,19075.4,23044.7,0.0,0.0,49884.2,41596.9,39225.1,0.0,0.0,25406.5,36963.1,33704.7,26519.5,36866.5,0.0,0.0,35367.6,25732.7,26559.1,0.0,0.0,18098.4,19693.8,25389.9,20903.2,20868.9,1.22,0.11,0.46,1.62,297.2799377441406,303.23309326171875,241.01226806640625,-H+,-H+,-H+,C19 H37 O2,C20 H31 O2,C6 H10 O8 P1,C48 H85 O13 P1
PI 18:2_22:4,PI,909.5506958405566,,C49 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,22626.7,18644.3,17881.0,14314.6,20936.9,17109.9,16775.9,18519.4,13849.9,15962.9,MS2,FragmentA and FragmentB,[PI 18:2_22:4 -H]-,FA 18:2 (+O),FA 22:4 (+O),PI(241),0.0,0.0,247669.4,186549.9,163973.5,192086.2,250041.9,185319.0,260301.4,263923.4,179998.2,219554.0,0.0,0.0,37950.0,29294.7,23869.9,20215.9,34624.7,25209.0,24814.7,29166.5,20588.8,24406.8,0.0,0.0,7303.3,7994.0,11892.1,8413.4,7249.0,9010.9,8737.1,7872.3,7111.0,7519.1,0.0,0.0,71859.9,65838.1,56882.0,51376.0,74354.9,66026.0,88556.4,81126.1,62449.4,72786.4,0.93,0.28,-0.1,1.74,279.2330322265625,331.26422119140625,241.0122985839844,-H+,-H+,-H+,C18 H31 O2,C22 H35 O2,C6 H10 O8 P1,C49 H83 O13 P1
PI 18:1_22:5,PI,909.5506958405566,,C49 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,46512.4,49165.1,43750.0,45899.1,40407.4,39457.3,30033.0,35283.1,21652.4,23069.6,MS2,FragmentA and FragmentB,[PI 18:1_22:5 -H]-,FA 18:1 (+O),FA 22:5 (+O),PI(241),0.0,0.0,247669.4,186549.9,163973.5,192086.2,250041.9,185319.0,260301.4,263923.4,179998.2,219554.0,0.0,0.0,78110.3,81566.3,73188.4,74490.3,73063.7,73763.0,49221.2,60650.8,34037.2,43354.5,0.0,0.0,14914.4,16764.0,14311.6,17308.0,7751.1,5151.5,10844.8,9915.4,9267.6,2784.7,0.0,0.0,71859.9,65838.1,56882.0,51376.0,74354.9,66026.0,88556.4,81126.1,62449.4,72786.4,0.93,0.29,0.53,1.74,281.2486877441406,329.248779296875,241.0122985839844,-H+,-H+,-H+,C18 H33 O2,C22 H33 O2,C6 H10 O8 P1,C49 H83 O13 P1
PI 18:0_22:6,PI,909.5506958405566,,C49 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,70077.3,61672.2,61170.9,57903.8,70601.6,62299.6,83809.9,70736.4,54349.9,65747.3,MS2,FragmentA and FragmentB,[PI 18:0_22:6 -H]-,FA 18:0 (+O),FA 22:6 (+O),PI(241),0.0,0.0,247669.4,186549.9,163973.5,192086.2,250041.9,185319.0,260301.4,263923.4,179998.2,219554.0,0.0,0.0,109888.7,95851.3,97995.7,95449.6,106937.3,98313.5,122828.5,110424.1,83968.9,103042.9,0.0,0.0,30266.0,27493.1,24346.1,20357.9,34266.0,26285.7,44791.2,31048.8,24730.8,28451.8,0.0,0.0,71859.9,65838.1,56882.0,51376.0,74354.9,66026.0,88556.4,81126.1,62449.4,72786.4,0.93,0.42,0.42,1.74,283.2643737792969,327.23309326171875,241.0122985839844,-H+,-H+,-H+,C18 H35 O2,C22 H31 O2,C6 H10 O8 P1,C49 H83 O13 P1
PI 20:3_20:3,PI,909.5506958405566,,C49 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,1222.6,2272.4,1492.0,1145.4,0.0,0.0,1016.0,843.2,0.0,0.0,MS2,FragmentA and FragmentB,[PI 20:3_20:3 -H]-,FA 20:3 (+O),FA 20:3 (+O),PI(241),0.0,0.0,247669.4,186549.9,163973.5,192086.2,0.0,0.0,260301.4,263923.4,0.0,0.0,0.0,0.0,2445.1,4544.7,2984.0,2290.9,0.0,0.0,2031.9,1686.4,0.0,0.0,0.0,0.0,2445.1,4544.7,2984.0,2290.9,0.0,0.0,2031.9,1686.4,0.0,0.0,0.0,0.0,71859.9,65838.1,56882.0,51376.0,0.0,0.0,88556.4,81126.1,0.0,0.0,0.93,0.07,0.07,1.74,305.2486267089844,305.2486267089844,241.0122985839844,-H+,-H+,-H+,C20 H33 O2,C20 H33 O2,C6 H10 O8 P1,C49 H83 O13 P1
PI 20:2_20:4,PI,909.5506958405566,,C49 H82 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,18215.6,17557.4,11323.8,13109.4,21182.0,18612.8,19203.2,23225.6,14198.7,15372.0,MS2,FragmentA and FragmentB,[PI 20:2_20:4 -H]-,FA 20:2 (+O),FA 20:4 (+O),PI(241),0.0,0.0,247669.4,186549.9,163973.5,192086.2,250041.9,185319.0,260301.4,263923.4,179998.2,219554.0,0.0,0.0,16886.3,14240.8,9594.9,10552.6,18586.2,15636.7,11640.1,16165.9,13949.6,6271.2,0.0,0.0,19544.9,20874.0,13052.8,15666.2,23777.8,21588.8,26766.3,30285.3,14447.8,24472.9,0.0,0.0,71859.9,65838.1,56882.0,51376.0,74354.9,66026.0,88556.4,81126.1,62449.4,72786.4,0.93,0.39,0.66,1.74,307.2643737792969,303.233154296875,241.0122985839844,-H+,-H+,-H+,C20 H35 O2,C20 H31 O2,C6 H10 O8 P1,C49 H83 O13 P1
